leaid,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool
5005970,NEWFANE SCHOOL DISTRICT,VT,VT,.668586597709008,.9863327077860976,.0445626660794628,-.147767440298677,.5315802144379748,.1461361953023392,.0989528432655426,.3732320046608481
5006000,NEWPORT CITY SCHOOL DISTRICT,VT,VT,.5630689252829102,1.032729353566433,.0791130430698812,-.0661591649171673,.1156913548219171,.0854466341317663,.0530545068583099,.1676204200842245
5006030,NEWPORT TOWN SCHOOL DISTRICT,VT,VT,-.3686423571118871,.9750549468959702,.0473920316095567,-.1131357741125133,.5059733065008842,.1438524208145139,.0985365393235043,.3756959320395174
5006060,NORTH BENNINGTON ID SCH DIST,VT,VT,.9876426805009109,.9198010800923981,-.0080557107147732,-.4358748971576766,.1820069237963238,.1236648705628728,.0816408175691534,.2653677975059407
5006120,NORTHFIELD SCHOOL DISTRICT,VT,VT,.0658364232662825,1.064223592885182,.0430458321780677,-.088903284827967,.0719510927651262,.0592277685722277,.0449538585139929,.1363514253422741
5006180,NORWICH SCHOOL DISTRICT,VT,VT,2.307215023950727,1.143061089617421,.0930822132890892,-.0769512440433722,.1114633372842071,.0845783399519357,.0532572726717676,.165138249256305
5006240,ORLEANS ID SCHOOL DISTRICT,VT,VT,.9966070095831654,1.050279020929287,.0341709233437592,.0543158215816299,.4936369272321196,.1385207950276245,.0981610289749298,.3660417028272376
5006270,ORWELL SCHOOL DISTRICT,VT,VT,1.287898638060716,.9009831715316434,-.0018215041741569,-.2300814900561418,.2225045785926022,.1048989613716537,.0922736290803651,.2989369153692451
5006300,OTTER VALLEY UHSD #8,VT,VT,.1584861200243291,.9378769456349144,.044378062177343,.3301724230248561,.2186373585641123,.1088645427935851,.0597622916258135,.1919513117986557
5006480,PITTSFORD SCHOOL DISTRICT,VT,VT,.4591318693492053,1.11609032186569,.0550096010233838,-.1122889608479843,.1239845589973714,.0885502025677853,.0598701710674112,.1851201906457069
5006600,POULTNEY SCHOOL DISTRICT,VT,VT,.3850019752249825,.7830429653876025,.062627030663838,.2115875881288933,.0872295405660022,.0670235307008294,.0513043016032808,.1602167157462507
5006630,POWNAL SCHOOL DISTRICT,VT,VT,-.5591925115580079,.7528246769375697,-.0616471674657925,.3438088007242428,.1258564236259109,.0891355397454639,.057108654371495,.1814434039770939
5006660,PROCTOR SCHOOL DISTRICT,VT,VT,.6984588539134782,.9786190041206893,-.0341355392026804,-.1770771553780411,.0941671357216266,.0714894945354031,.0549596967494314,.1710937789799385
5006690,PUTNEY SCHOOL DISTRICT,VT,VT,.2970166995764849,1.377959981357193,.1333211387059511,-.2182410926459536,.1329277999963875,.0895428331122635,.0677618929175871,.217174687901648
5006720,RANDOLPH SCHOOL DISTRICT,VT,VT,.1618076445960046,.8659582501489811,-.0341526468749873,-.1053469337993584,.113812327541322,.0832471524814757,.0538206215146557,.1665187996720744
5006810,RICHFORD SCHOOL DISTRICT,VT,VT,-.5891417344162679,.654837656181174,-.0924451350092989,-.2962314692184919,.084463486397285,.0665260863242986,.0506330164930998,.1568134680066535
